CustVend_Name
40 HANDS PTE LTD
AAK LOGISTICS SERVICES PTE LTD
AALLOY ENGINEERING PTE. LTD.
ABB PTE LTD
ABWIN TRADING PTE LTD
ACCESS SYSTEMS TECHNOLOGY PTE LTD
ACE VON DISTRIBUTION
ADC SHIPPING PTE LTD
"ADVANCED LOGISTICS (THAILAND) CO.,LTD"
AIKYU TRADING CO PTE LTD
AIRPAC BUKOM OILFIELD SERVICES PTE LTD
AIR PRODUCT SINGAPORE PTE LTD
AIR RADIATORS-INDUSTRIAL PTY LTD
AKER SOLUTION DRILLING
ALADDINS TRADING PTE LTD
ALLBEST MARINE ENGINEERING PTE LTD
APEX LOGISTICS INTERNATIONAL (S) PTE. LTD.
ALLIANCE CONTROLS PTE LTD
ALL LOGISTICS SOLUTION (ALS) L.L.C.
ALLTRAK MARKETING SERVICES PTE LTD
ALPHABABY CO PTE. LTD.
PT. ALFA TRANS RAYA
AMAYA BUSINESS PTE LTD
AMERICAN  INTERNATIONAL INDUSTRIES(PRIVATE)LIMITED
AMUR MACHINERY & SERVICES LLC
ANDIA INTERNATIONAL GMBH
ANDRITZ SINGAPORE PTE LTD
ANDRITZ TECHNOLOGIES LTD
ANN JOO INTERNATIONAL PTE LTD
ANN JOO METAL SDN BHD
APAC ENERGY RENTAL PTE LTD
APEX PHARMA MARKETING PTE. LTD.
APPLIED ENGINEERING PTE LTD
APTA PTE LTD
AQUAMETRO OIL & MARINE (S.E.A) PTE LTD
ARDENT FORWARDING PTE. LTD.
ARMSTRONG PRODUCT PVT LTD
ASCEND INTERNATIONAL PTE LTD
ASIA AIR BLAST PTE LTD
ASIA SECURITY TECHNOLOGY PTE LTD
ASIA GALVANIZING (S) PTE. LTD.
ASIAN INFRA-VENTURE PRIVATE LIMITED
ASSURICH INDUSTRIES PTE LTD
AST GROUP PTE. LTD.
ASWELL (F.E.) PTE LTD
ATA FREIGHT LINE (INDIA) PRIVATE LIMITED
ATMAS Pte Ltd 
ATMECH PTE LTD
AUNG GYI TRADING LTD.
AUTO FINANCIAL SERVICES PTE LTD
AVANTGARDE PETROLEUM CO.
BAGULEY ENGINEERING
PT. BAHARI BIRU RADIATOR
BANAMA CORPORATION PTE. LTD.
BALTIC TRANSPORTATION COMPANY LLC
BAUR ASIA PTE. LTD. 
BBSC
"BEIJING DYNAMIC GEOSOLUTIONS CO.,LTD"
BELTYRE ASIA PTE LTD
PT BELAZ TRUCKS INDONESIA 
BELAZIA PTE. LTD.
BEN LINE INTEGRATED LOGISTICS (SINGAPORE) PTE LTD
Benlux Machinery and Marine Supply (SI) Ltd 
BGP BRANCH SUCCURSALE
BGP/CNPC INTERNATIONAL NIGERIA LIMITED
"BGP INC., CHINA NATIONAL PETROLEUM CORPORATION"
BGP GEOPHYSICAL MYANMAR LIMITED
BGP GEOPHYSICAL MALAYSIA SDN BHD
BGP GEOEXPLORER PTE LTD
BGP INTERNATIONAL EQUIPMENT (M.E.) FZE
BGP INC.
"BGP INC.,CHINA NATIONAL PETROLEUM CORPORATION"
PT BGP INDONESIA
PT BGP INDONESIA
BGP OFFSHORE
BGP (PAKISTAN) INTERNATIONAL
PT BINA KARYA PRIMA
BOLD MANAGEMENT
BORNEO SHIPPING & TIMBER AGENCIES SDN BHD
BOURBON SOURCING AND TRADING PTE LTD (BST)
BOURBON OFFSHORE ASIA PTE LTD
BRISKON HOLDINGS LTD
BRITOIL OFFSHORE SERVICES PTE LTD
BROWN UNIVERSITY
"BGP INC., BRUNEI"
BTO SINGAPORE PTE LTD
BUHLMANN SINGAPORE PTE LTD
BUILDING RESOURCES GROUP OF COMPANIES
BULLARD ASIA PACIFIC PTE LTD
BULOX POWER PTE. LTD
BUILDING RESOURCES GROUP PTE LTD
C8FREIGHTWORKS (Singapore) Pte Ltd
COGENT AUTOMOTIVE LOGISTICS PTE LTD
CAN TRADERS AND SERVICES PTE LTD
CARGOTEC CHS PTE LTD
CATERPILLAR (NI) LIMITED
"CATERPILLAR GLOBAL MINING, USA"
CATERPILLAR LOGISTICS SERVICES INC 
CATERPILLAR S.A.R.L.
CATERPILLAR S.A.R.L.-SPORE BRANCH
"CATERPILLAR SUZHOU CO., LTD"
CCD (SINGAPORE) PTE LTD
CEMENTAID (S.E.A.) PTE LTD
CENTA TRANSMISSIONS FAR EAST PTE LTD
PT CHAKRA JAWARA
CHANG TAI FOUNDATION PTE LTD
CHEMICAL INDUSTRIES (FAR EAST) LIMITED
"CHINA RAILWAY FIRST GROUP CO.,LTD.SINGAPORE BRANCH"
CHITRA TYRES PTE LTD
"CHINA WARSHIP LOGISTICS CO.,LTD"
CHINA JINGYE CONSTRUCTION ENGINEERING (S) PTE LTD
CHINA JINGYE ENGINEERING CORPORATION LTD 
CHUBB INSURANCE SINGAPORE LIMITED
CONTRANS INTERNATIONAL LOGISTICS (M) SDN BHD
PT CIPTA KRIDA BAHARI
C K HOLDINGS (2003) PTE LTD
CLLS INDUSTRIAL PRODUCT PTE LTD
CLLS POWER SYSTEM LTD
CMG GROUP (SINGAPORE) PTE. LTD.
CNH INTERNATIONAL SERVICES (THAILAND) LIMITED
COBA TYRE PTY LTD
COGRI ASIA PACIFIC PTE LTD
COMTROL PTE LTD
COMPASS ROSE FREIGHT SYSTEMS PTE LTD
CONTRANS INTERNATIONAL LOGISTICS PTY LTD
CONTINENTAL STEEL PTE LTD
"CORROSION RESISTANT ALLOYS, L.P."
"COSCO LOGISTICS(BEIJING)CO.,LTD."
CP OFFSHORE & MARINE PTE LTD
CPTDC (TIANJIN) LOGISTICS COMPANY LTD
CR ASIA SINGAPORE PTE LTD
CRANE CARE& ENGINEERING PTE LTD 
CREATESOFT GROUP PTE LTD
C. STEINWEG LEVANT LOGISTICS SERVICES S.A.
CTI LOGISTICS PTE LTD
DARREN YOUNG CORPORATION PTE LTD
D C FREIGHT SOLUTIONS PTE LTD
DELTA LOGISTICS PTE LTD
DEN-JET INDUSTRY PTE LTD
DERRICK SERVICES (UK) PTE LTD
DEMATIC S.E.A PTE LTD
DEXTRA FRACHT BRUNEI SDN BHD
DIMERCO EXPRESS SINGAPORE PTE LTD
DIRGANTARA IMPEX PTE LTD
DNATA Singapore Pte Ltd
DNV SINGAPORE PTE LTD
DOSECC EXPLORATION SERVICES
DOOSAN INTERNATIONAL SOUTH EAST ASIA PTE LTD
DP OFFSHORE ENGINEERING PTE LTD
PT.DWINUSA ENGINEERING 
EASTERN NAVIGATION PTE LTD
"ED ZUBLIN AG , SINGAPORE BRANCH"
"EFFICIENT MACHINE (THAILAND) CO., LTD"
ELITECH CHEMICAL & PRODUCT (S) PTE LTD
EMATCO INDUSTRIAL PTE LTD
EMPOWER LOGISTICS & ENGINEERING PTE LTD
ENERPROF PTE LTD
"Enercon Systems International, L.L.C."
ENERCON WORKSHOP
ENG SENG LEE CONSTRUCTION CO PTE LTD
EPIM ENGINEERING INTL PTE LTD
EQUIP MEDICAL PTE LTD*
EUROPEAN DREDGING COMPANY S.A.
Everstar Logistics Co. Ltd
EXACT MANUFACTURING PTE LTD
"EXCELLENT (SHANGHAI) SHIPPING AGENCY CO., LTD."
EXPRESS AIR-MARINE TRANSPORT INC
EXPRESSWAY SPARES PTY LTD
FASCON MACHINERY PTE LTD
FAST GLOBAL LINK SERVICES SDN BHD
FAST OFFSHORE SUPPLY PTE LTD
FAZZ TRANSPORT SERVICES
FILTER SAFE HK LIMITED
FIVES PILLARD
FLS (SINGAPORE) PTE LTD
FORWARD CREATION PTE. LTD.
FOS SHIPYARD PTE LTD
FRACHT FWO AG
MR FRANCESCO PATONICO
PT FREEPORT INDONESIA
PT. FRIENDSHIP LOGISTICS LINE
FRUITSCO PTE. LTD.
"FUYO KAIUN CO., LTD."
GAC (SINGAPORE) PTE LTD
GENERAL TRANSPORT AG
GENERAD EQUIPMENT PTE LTD
GEODIS SINGAPORE PTE LTD
GEONAMICS (S) PTE LTD
"GEO SEISMIC CO., LTD"
GEOK TWAR TRADING
GLOBAL MARINE SAFETY (SINGAPORE) PTE. LTD.
GLOBAL CIVIL ENGINEERING PTE LTD
GLOBAL PROJECTS SERVICES PTE. LTD.
GLOBALTECH SYSTEMS ENGINEERING PTE LTD
GLOBE SUCCESS INT'L TRANSPORTATION (SHANGHAI) LTD
GOUGHS CAT
GOODPACK LIMITED
GOURMET SUPPLIES PTE. LTD.
GRUBER LOGISTICS S.P.A
GSC FREIGHT SERVICES PTE LTD
GSM Transport & Trading
HAEIN CORPORATION
HANNES RICHTER
HARSCO INFRASTRUCTURE SINGAPORE PTE LTD
HARWIL PTE LTD
H-E PARTS DOM-EX
HG METAL MANUFACTURING LIMITED
HITACHI CONSTRUCTION MACHINERY (MALAYSIA) SDN BHD
HITACHI CONSTRUCTION MACHINERY ASIA 
HI ENERGY PTE LTD
"HIGH GOAL INTERTRANS (HONG KONG) CO., LTD."
HIAP SENG TYRE SDN BHD
HITACHI ELEVATOR ASIA PTE LTD
HL ENERGY PTE LTD
HOIDI INTERNATIONAL PTE LTD
HONG DA PTE LTD
HONG HOCK HARDWARE PTE LTD
"HALCON SUPPLY CHAIN MANAGEMENT CO., LTD"
HS INTERNATIONAL PTE LTD
HU AN ELECTRIC (SINGAPORE) PTE. LTD.
"HUNAN ZOOMLION INTERNATIONAL TRADE CO., LTD"
HUP LEE LEONG HARDWARE PTE LTD
HUP SOON CONSTRUCTION CO (PTE) LTD
IBC INTERNATIONALE SPEDITION GMBH
IDARE PTE LTD
IME PRODUCTIONS (S) PTE LTD
IMKOV SHIPPING CO.PTE LTD
INDOTECH ENTERPRISE PTE LTD
INDUSTRIAL MOTOR POWER CORPORATION
PT. INDODARMA MUGI PERKASA
INDUSTRIAL SUPPLY PRIVATE LIMITED
INTERTRANSPORT GRUBER GMBH
INCHCAPE SHIPPING SERVICES PNG
INTERSTATE M & E SDN BHD
"PT INTERNATIONAL NICKEL INDONESIA, TBK"
INTERNATIONAL OFFSHORE EQUIPMENTS PTE LTD
"PT INTRACO PENTA, TBK"
PT INTRACO PENTA PRIMA SERVIS
PT INTRACO PENTA WAHANA
iO3 Pte Ltd
IPASSION GROUP PTE LTD
IPE-EAGLE PTE LTD
ISLIP FLOW CONTROLS ASIA PACIFIC PTE LTD
ISS GLOBAL FORWARDING ASIA HOLDING PTE LTD
JABERSON TECHNOLOGY PTE LTD
JACKIE'S ENTERPRISES (S) PTE LTD
JAINA PTE LTD
JAN DE NUL NV
JAN DE NUL (SINGAPORE) PTE. LTD.
JAN ENGINEERING PTE LTD
"JAPAN DRILLING CO.,LTD SINGAPORE BRANCH"
JAYA SHIPBUILDING AND ENGINEERING PTE LTD
JCB SALES ASIA PACIFIC PTE LTD
JCL SHIPPING & LOGISTICS SDN BHD
JLWH PTE LTD
JACK MORTON WORLDWIDE
JOHN DEERE (THAILAND) LIMITED
JOHNSON CONTROLS (S) PTE LTD
JOS LOGISTICS PTE LTD
JOTRON ASIA PTE LTD
JP NELSON EQUIPMENT PTE LTD
JS BIO TECH
JURONG SML PTE LTD
JWT GLOBAL LOGISTICS (S) PTE LTD
KAPAINCA INTERNATIONAL LIMITED
PT KAPUAS ARMADA SARA NA
KARRIDALE PTE LTD
KATO ENGINEERING INC
KBS INTERNATIONAL PTE LTD
KELVION PTE LTD
Kensteel Corporate office 
KENSTEEL NAUTICAL YARD
KEPPEL FELS
KIAN HUP ENGINEERING PTE LTD
KIM HOCK CORPORATION PTE LTD
KIM SOON LEE PTE LTD
KOH BONG SIN COMPANY
KONECRANES PTE LTD
PT.KONSTRUKSI INDO MACHINERY
Konstrukcije Schwarzmann d.o.o.
KREUZ CHALLENGER PTE. LTD.
KREUZ SUBSEA (B) SDN BHD
KREUZ SUBSEA PTE LTD
KREUZ SUBSEA MARINE PTE LTD
KREUZ SUBSEA TECHNOLOGIES PTE LTD
KS FLOW CONTROL PTE LTD 
KSB SINGAPORE
K.U.T. DIESELS (PTE) LTD
LASER CLADDING SINGAPORE PTE LTD
LEONG KIANG (ASIA) MACHINERY PTE LTD
LEONG HUP DISTRIBUTION PTE. LTD.
LE PETIT DEPOT PTE LTD
LF LOGISTICS (SERVICES) PTE LTD
LIAN HUP BROTHERS PTE LTD
LIBRA BUILDING CONSTRUCTION PTE. LTD.
LIBRA ENGINEERING PTE LTD
LIEBHERR-SINGAPORE PTE LTD
LIFT CARGO TRANSPORT SRL
LIFT & SHIFT INDIA PVT LTD
"LIPICO (SHANGHAI) OILS & FATS EQUIPMENT CO., LTD"
LIUGONG MACHINERY ASIA PACIFIC PTE. LTD.
LOH HUMM AUDIO COMPANY PTE LTD
MACARTNEY SINGAPORE PTE LTD
MAK ENGINEERING PTE LTD
MAKURI TECHNOLOGY PTE LTD
MALIKHA MACHINERY PTE LTD
MARINETRANS SINGAPORE PTE LTD
MAXMEGA ELECTRONICS PTE LTD
MAXUNION PTE LTD
MBN RESOURCES SDN BHD
MC EQUIPMENT CORP PTE LTD
MCLINTOCK INTERNATIONAL PTY LTD
MEDIAPIX PTE. LTD.
MEIDEN SINGAPORE PTE LTD.
METIER EXPRESS LINE PTE LTD
MENCAST OFFSHORE & MARINE PTE LTD
MERIDIAN PROJECT LOGISTICS PTE LTD
METAL TREATMENT TECHNOLOGY (S) PTE LTD
MICHELIN ASIA (SINGAPORE) CO. PTE. LTD
MICHELIN AUSTRALIA PTY LTD
MINE TO MILL EQUIPMENT PTE LTD
MINTSEN MECHATRONICS (S) PTE LTD
MING XIN TRADING 
MIT MACHINE INTERNATIONAL TRADE LIMITED
PT. MITRA BAKTI NUSA
ML PROSPEC (SINGAPORE) PTE. LTD
MMH GROUP PTE LTD
MOHAMED MUSTAFA AND SAMSUDDIN CO PTE LTD
MOL TECHNO-TRADE ASIA PTE LTD
"MORO LOGISTICS CO.,LTD"
MOTUL ASIA PACIFIC PTE LTD
MSN SHIPPING AGENCIES PTE LTD 
MSP MINING LIMITED
