CustVend_Name
CHALLENGE PACIFIC PTE LTD
CHEE CHEE AND CO PTE LTD
CHEQUER FREIGHT PTE LTD
CHEW LEW HENG
CHEVRON ORONITE PTE LTD
CHIA KHIEM LEE FOOD INDUSTRIES PTE LTD
CHI SHIPPING&FORWARDING PTE LTD
CHIA SIANG HENG PTE LTD
PT CHITRA PARATAMA SINGAPORE BRANCH 
C.H. ROBINSON WORLDWIDE SINGAPORE PTE LTD
CHUAN HONG SENG PTE LTD
CHUAN HONG SENG TRADING
CHYE CHOON FOODS PRIVATE LIMITED
CIL (ASIA) PTE LTD
CK SHIPPING (S) PTE LTD
CLEARSOURCE PTE LTD
CLP INTERNATIONAL PTE LTD
CMA PEAKMORE PTE LTD
COCOS FOOD PTE LTD 
CODOGNOTTO SINGAPORE PTE LTD
COGRI ASIA PACIFIC PTE LTD 
CONFIDENCE ELECTRIC LTD 
CONQUEST INTERNATIONAL LOGISTICS (S) PTE LTD
CONTRAC-IMAGE TRADING PTE LTD
CONFIDENCE STEEL EXPORT LTD 
CORROSION RESISTANT ALLOYS-MECHANICAL (SG) PTE LTD
COSMO SCM PTE LTD
COSMO TRADERS LLP 
CPP WORLD PTE LTD
"CP TRADING CO., LTD "
CP WORLD PTE LTD
CRONIMET ABCOM PTE LTD 
CROWN Beverage Cans Singapore Ptd Ltd 
CROWN WORLDWIDE PTE LTD
CRYSTAL FREIGHT SERVICE PTE LTD
CT FREIGHT (SINGAPORE) PTE LTD
CTI CHEMICALS ASIA PACIFIC PTE LTD
CTI LOGISTICS PTE LTD
CV. DIMENSINDO PACKAGING 
DAWOOD FLOUR MILL & PROVISION PTE LTD
DAMCO LOGISTICS SINGAPORE PTE LTD 
DASIE BHAI MINIMART PTE LTD 
DASHMESH SINGAPORE PTE LTD
DE CHENG XIN XING TRADING PTE LTD
DENKA SINGAPORE PTE LTD
DESAI & CO PTE LTD 
DEETANSA SINGAPORE PTE. LTD
DEUGRO (SINGAPORE) PTE LTD
DEXTRANS WORLDWIDE PTE LTD
DIAMOND INTERNATIONAL CONSOLIDATION PTE LTD
DICKSON INSTRUMENT CHEMICAL PTE LTD
DIVERSIFIED LOGISTICS SERVICES (S) PTE LTD
DIMERCO EXPRESS SINGAPORE PTE LTD
DIPAK TRADING CO PTE LTD
DM WINES PTE LTD
DOLPHIN (S) LOGISTICS CO.PTE LTD
DONGJIN TRADING PTE LTD
DST LINES PTE LTD
DSV AIR & SEA PTE LTD
DTL Global Freight Services Pte Ltd
DUNLOP SINGAPORE 
Eastrans Lines (S) Pte Ltd
EASTERN NETWORK FORWARDERS PTE LTD
EAST TECH GLASS SERVICES & CONSTRUCTION PTE LTD
ECIMEX AGARWOOD PTE. LTD
E&C MARINE PTE LTD
ECO TROPICAL RESOURCES PTE LTD
ECO WORLD SHIPPING PTE LTD 
ECU-LINE SINGAPORE PTE LTD
ECU-WORLDWIDE (S) PTE LTD 
EKMAN PULP AND PAPER LIMITED
EMBASSY FREIGHT SERVICES PTE LTD 
EMPOWER LOGISTICS & ENGINEERING PTE LTD
EMO TRANS LOGISTICS SINGAPORE PTE LTD
EMPIRE LOGISTICS
ENSCO ASIA PACIFIC PTE LTD
ENSIGN LOGISTICS PTE LTD 
ESMAIL & AHMED BROTHERS (1992) PTE LTD 
ESUN INTERNATIONAL PTE LTD
ETERIS ENTERPRISE PTE LTD
ETH ZURICH 
EURO PAC LOGISTICS PTE LTD
EUSU LOGISTICS PTE LTD 
EVERPRIME SHIPPING PTE LTD
EVG LOGISTICS (SINGAPORE) PTE LTD
EVONIK (SEA) PTE LTD 
EXCELLENT COLLOIDS & CHEMICALS PTE LTD
Export Trading Commodities Pte Ltd 
EXXONMOBIL CHEMICAL ASIA PACIFIC
FACI ASIA PTE LTD
FALKCON INTERIOR PTE LTD
FARONS EXPRESS PTE LTD
FARLEE PTE LTD 
FCS LOGISTICS PTE LTD
PT FEDERAL LOGISTIK SISTEM
Ferguson Group Singapore Pte Ltd
FIELD CATERING & SUPPLIES PTE LTD
FLS (SINGAPORE) PTE LTD
FLAKT WOODS (S) PTE LTD.
FLYING TRANSPORTATION (S) PTE LTD
FORBES CONTAINER LINE PTE LTD
FORINDO PTE LTD
FORWARDING INTERNATIONAL TRADING PTE LTD.
FOUR STAR INDUSTRIES PTE LTD
FOXTON GLOBAL LTD
FPS GLOBAL LOGISTICS PTE LTD
FP SHIPPING (SINGAPORE) PTE LTD
FRANKLIN OFFSHORE INTERNATIONAL PTE LTD
FREIGHT LINKS EXPRESS PTE LTD
FREETRADEZONE LOGISTICS & TRANSPORTATION
FREIGHT SYSTEMS LOGISTICS PTE LTD
FUJI XEROX SINGAPORE PTE LTD 
FUMICA TRADING
FU YANG PACKAGING PTE LTD 
GARDEN GROUP (SINGAPORE) PTE LTD
GATHERGATES SWITCHGEAR PTE LTD
GCL PTE LTD
GE KEPPEL ENERGY SERVICES PTE LTD
GE LINES PTE LTD 
GEODIS WILSON SINGAPORE PTE LTD
GERMAXCO CHEMCARGO MANAGEMENT PTE LTD
GERNICE LOGISTICS SERVICES
GFS FORWARDING PTE LTD
GILFORD ENTERPRISE
GKE AIR LOGISTICS PTE LTD
GL CARGO PTE LTD
GLE LOGISTICS (S) PTE LTD
GLOBAL ASIA COMMODITY PTE LTD
GLOBAL CONSOLIDATORS PTE LTD 
GLORY FOOD PRODUCT PTE LTD 
GLOBESPAN LOGISTICS (SINGAPORE) PTE LTD
GLOBAL PROJECT SERVICES PTE LTD
GLORIOUS STEVEDORING AGENCY
GOH JOO HIN PTE LTD
GOLDEN BAMBOO TRADING
GOLDEN CHAMP PTE LTD
GOLD PACIFIC (SINGAPORE) PTE LTD
GOLDEN GLOBE INTERNATIONAL TRADING 
GOWELL LOGISTICS SVS PTE LTD
GOODWAY AGENCIES (SHIPPING) PTE LTD
GOODRICH MANUFACTURING PTE LTD
GOODLINK SHIPPING SERVICES PTE LTD
GORDON LOGISTICS (SINGAPORE) PTE LTD
GOVINDAS & RADA RANY TRAD
GRANDE DELTA PTE LTD
GREEN BAMBOO INDUSTRIES
GREEN CAPSULE ORGANICS PTE LTD
GREENHOUSE DESIGN & BUILD PTE LTD
GREENFIELDS DAIRY SINGAPORE PTE LTD
GREENSCOPE PTE LTD
GREAT EXPRESS SHIPPING PTE LTD 
GREENLANE SC PTE LTD
GSC FREIGHT SERVICES PTE LTD
GSI LOGISTICS (S) PTE LTD
HABA-SPED LOGISTICS PTE LTD
HAFARY PTE LTD
HALFORD AIR CARGO (S) PTE LTD 
HANWELL HOLDINGS LIMITED
HANNIEL INTERNATIONAL PTE LTD
HANJIN LOGISTICS (S) PTE LTD
HANSIN TIMBER SPECIALIST & TRADING PTE LTD
HARBORAIR LOGISTICS PTE LTD
HARVEST LOGISTICS (S) PTE LTD
HALDEN UNITED INVESTMENT PTE LTD 
HEI ENGINEERING PTE LTD
HERMES LOGISTICS PTE LTD
HELU-TRANS (S) PTE LTD 
HEMPEL (SINGAPORE) PTE LTD
HENG LOONG SERVICES PTE LTD 
HENG YONG TRADING
H & FRIENDS GTL (SINGAPORE) PTE LTD
HILFREIGHT PTE LTD
HK-AWARDS CONSOLIDATION SERVICES PTE LTD 
HNK GROUP PTE LTD.
HOCK SENG FOOD PTE LTD    
HOE KEE HARDWARE PTE LTD
HOME GALLERY PTE LTD
HONG SOON ELECTRIC PTE LTD
HOWCO METALS MANAGEMENT
HALCON PRIMO LOGISTICS PTY LTD
HTG LOGISTICS (S) PTE LTD 
HTL LOGISTICS (S) PTE LTD.
HUA'S FOAM WASALY SPRING MATTRESS PTE LTD
HUA HNG TRADING CO PTE LTD
HUB DISTRIBUTORS SERVICES PTE LTD 
HUAT HUAT TRADING CO PTE LTD 
HUP TIONG LOGISTICS PTE LTD 
H.W AGRI-FOOD TRADING PTE LTD
H.W GINSENG TRADING
HYC EXPRESS PTE LTD
IERUS PTE LTD 
IG LOGISTICS PTE LTD
I.M FREIGHT INTERNATIONAL
IMPERIAL INK PTE LTD
IMTEX TRADING PTE LTD
INDUS GLOBAL LINE PTE LTD
INDONESIA LOGISTIK (S) PTE LTD
INDOSTOP SINGAPORE PTE LTD
INFINITY CARGO EXPRESS (S) PTE LTD 
INFINITY LOGISTICS & TRANSPORT (S) PTE LTD
INNOVA INDUSTRIES PTE LTD
INR (S) PTE LTD
INSUL-DEK ENGINEERING PTE LTD 
INSHUO INTERNATIONAL (S) PTE LTD
INTEGRATED FOOD CONCEPTS PTE LTD
INTERFREIGHT LINC LOGISTICS PTE LTD
INTERNATIONAL MERCHANTILE CO LTD
INTERUNION (S.E.A.) PTE LTD
ISK SINGAPORE PTE LTD 
ITI MARINE & OILFIELD PTE LTD
IT MENG LANDSCAPE & CONSTRUCTION PTE LTD
IV GLOBAL SOLUTIONS PTE LTD
JACKY'S ELECTRONICS (S) PTE LTD
JAZCE WORLDWIDE AGENCIES PTE LTD
JCL TRANSPORT AND LOGISTICS SINGAPORE PTE LTD
JHJ INTERNATIONAL LOGISTICS (S) PTE LTD
JHS GLOBAL TRADING PTE LTD
JIMMY TEXTILES
JI TRADING & MANUFACTURING PTE LTD
JIT SHENG GRAPHIC AND PAPER MFG PTE LTD 
JIT SHENG PROVISION TRADING PTE LTD
JJR MARKETING PTE LTD 
JMS SINGAPORE PTELTD
JMS UNION FREIGHT PTE LTD
JONQUIL MARKETING & SERVICES PTE LTD
JOVIN AUTOMOTIVE PTE LTD
JSAS SINGAPORE PTE LTD
JSI LOGISTICS (S) PTE LTD
JS WORLD FREIGHT DISTRIBUTOR (S) PTE LTD
K.A. FIREPROOFING PTE LTD
KAI YOUNG HUAT EGGS PTE LTD
KARDIN-WAN SHEN LOGISTICS PTE LTD
KASE LOGISTICS (S) PTE LTD
KEMIN INDUSTRIES ASIA PRIVATE LIMITED
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD 
KEN INDUSTRIAL GASES PTE LTD
PT KERTAS NUSANTARA
KENWELL OFFSHORE PTE LTD
KENG WAH HARDWARE CO. PTE LTD
KERRY FREIGHT (SINGAPORE) PTE LTD 
KGL SINGAPORE PTE LTD 
KHAI WAH BATTERY & TYRE PTE LTD 
KHIAM CHUAN MARINE PTE LTD
KIAN ENG HANG FOOD INDUSTRIES IMP&EXP PTE LTD 
KICCO
KIM ANN ENGINEERING PTE LTD
KIM HOCK CORPORATION PTE LTD
KNG DAITO (S) PTE LTD
KNG SENG TRADING PTE LTD 
KOBELCO WELDING ASIA PACIFIC PTE LTD
KORCHINA LOGISTICS (SINGAPORE) PTE LTD 
KOYO SINGAPORE BEARING (PTE) LTD
KRISH GOLBAL PTE LTD
KUO YEONG PTE LTD 
LAGUN INTERNATIONAL
LAM HONG (S) PTE LTD
LAM SENG HANG CO. (PTE) LTD
LAM SOON SINGAPORE PTE LTD
LANCER MARINE CONTAINERS
LAM SENG HANG CO PTE LTD
LAVA EAST & CO PTE LTD
LEADING INTL (S) PTE LTD.
LEGEND SHIPPING PTE LTD
LENG TECK IMPEX PTE LTD
LERUS PTE LTD
LE-TAN LOGISTICS PTE LTD
LF LOGISTICS SERVICES PTE LTD 
LIAN AIK TRADING (S) PTE LTD
LIANG TECK PLASTIC PTE LTD 
LIBRACO SERICES (S) PTE LTD
LIM LONG SOON ENTERPRISE PTE LTD
LIM LAM THYE PVT LTD
LINEN MASTER PTE LTD
LINER SHIPPING PTE LTD
LION CITY DISTRIBUTIONS PTE LTD
LION CORPORATION PTE LTD 
LI TIAN IMPORT & EXPORT PTE LTD
LITTLE ISLAND BREWING CO. PTE LTD
LOCOMOTIVE 88 
LOGWIN AIR+OCEAN SINGAPORE PTE LTD
LOH SIEW LAN
LT SHIPPING AGENCIES PTE LTD
MAC-NELS LINE (S) PTE LTD
MAHA CHEMICALS (ASIA) PTE LTD
MALAYSIA DAIRY INDUSTRY PTE LTD
MANDATE LOGISTICS PTE LTD
MARKS (S) PTE LTD
MARINE STAR CORPORATION PTE LTD.
MASINDO LOGISTIC PTE LTD
MATTENPLANT PTE LTD
MAVIS EDUCATIONAL AIDS
MAYWELL LIFESTYLES PTE LTD
MC FINE MARKETING 
MCFINE MARKETING PTE LTD
M.C PACKAGING (PTE) LTD
M-DEC ENTERPRISE PTE LTD
MEGACHEM LIMITED
MEGATON SHIPPING PTE LTD
MEGA STAR CONTAINERS TRADING LLC 
MENG HENG GLASS (PTE) LTD
MEGA STAR CONTAINERS TRADING LLC 
MGR CONTAINER LINE PTE LTD.
MING CHECONG PORCELAIN WARE CO PTE LTD
MIC PLASTICS
MIN CHEONG PORCELAIN WARE CO PTE LTD
MINEMET AUSTRALASIA PTY LTD.
MINISTRY OF FOOD PTE LTD  
MITSUBISHI LOGISTICS SINGAPORE PTE LTD
MITSUI PHENOLS SINGAPORE PTE LTD
MOCA LOEWEN PTE LTD
MOHAMED MUSTAFA & SAMSUDDIN CO PTE LTD
MOPI PRIVATE LIMITED
MOTO TRADING & CO PTE LTD
MP CONSOL (S) PTE LTD
M&P INTERNATIONAL FREIGHTS PTE LTD
MR. CHARLES RICHARD NIGEL ORCHAD
MR MANJIT SINGH
MR. NERO AND MS. JUHI KACHALEA
M/S. AT1 PTE LTD 
MSD SPECIALTY PTE LTD
MSP TRACTORS PTE LTD
MULTI-FIX FASTENERS PTE LTD
MYER GOLD INVESTMENT MANAGEMENT PTE LTD
"NAM LEONG CO., (PTE) LTD"
NANO FREIGHT CONSULTANT PTE LTD
NANGYANG  OMEGA TRADING PTE LTD
NATSTEEL HOLDINGS PTE. LTD.
NATURE LANDSCAPES PTE LTD 
NATURE WOOD PTE LTD
NCS COMMUNICATIONS ENG'S PTE LTD 
NCL INTER LOGISTICS (S) PTE LTD 
NETFLOW INTEGRATED PTE LTD
NEWPORT DUTY FREE PTE LTD 
NGAI HONG PLYWOOD PTE LTD
NGK MACHINE TOOLS (S) PTE LTD  
NGO CHEW HONG EDIBLE OIL PTE LTD
NICAD POWER PTE LTD
NICO STEEL SOLUTIONS (S) PTE LTD.
NIPPON EXPRESS NEC LOGISTICS SINGAPORE PTE LTD
"NIPPON TRANSPORT CORP, YOKOHAMA"
NOMANBHOY & SONS PTE LTD
NONYA EMPIRE PTE LTD
NORDISK ASIA PACIFIC LTD
NSL CHEMICALS LTD
NSL OILCHEM WASTE MANAGEMENT PTE LTD
NTL NAGAI TRANS LINE
NTUC FAIRPRICE CO-OPERATIVE LIMITED
OAGL GLOBAL LOGISTICS PTE LTD 
OCEAN BOND SHIPPING AGENCIES PTE LTD ( SG REP) 
OCEAN EXPRESS LOGISTICS PTE LTD
OCEAN GOING + AIR PTE LTD
OCEANUS LOGISTICS PTE LTD
OCEAN ONE LINES PTE LTD.
OCEAN PEARL SHIPPING & SERVICES PTE LTD
OCEANBLU SHIPPING (S) PTE LTD 
OCEAN SONIC PTE LTD
OG PRIVATE LIMITED
OHGITANI (S) PTE LTD 
OKAMOTO (SINGAPORE) PTE LTD
ONE WORLD LOGISTICS PTE LTD
ONG SAM BEE CO
OV CONTAINER LINE PTE LTD
OVERSEAS EXPRESS CONTAINER LINES PTE LTD
OVIYAM INTERNATIONAL PTE LTD
OV LOGISTICS PTE LTD 
PACIFIC BEVERAGES PTE LTD
PACIFIC CONCORD FORWARDING PTE LTD
PACIFIC WORLDWIDE TRANSPORE (S) PTE LTD
PAINTMART PTE LTD
PAL Container Line Pte Ltd
PAL LINE PTE LTD.
PAN ASIA LOGISTICS SINGAPORE PTE LTD
PAN ABRASIVES PTE LTD
PANASONIC APPLIANCES REFRIGERATION
PAN LINK (SG) PTE LTD
PANDA LOGISTICS PTE LTD
PT PANAMAS MITRA SEJAHTERA
PAR INTERNATIONAL HOLDINGS PTE LTD
PARS RAM BROTHERS (PTE) LTD
PASL LOGISTICS PTE LTD
PAST PERFECT COLLECTION
PENANSHIN AIR EXPRESS PTE LTD
PENTA SHIPPING & TRADING
PERMA GLOBAL LOGISTICS PTE LTD.
PERERA VITHANAGE JOHN SHANIL 
PHOON HUAT AND CO PTE LTD
PHOON HUAT PTE LTD 
P.I.L CONSORTIUM PTE LTD
PILOT LOGISTICS SERVICE PTE LTD
PINNACLE WORLD TRANSPORT PTE LTD
PLM GLOBAL (S) PTE LTD
PL SHIPPING & LOGISTICS LTD NSA
POH ZUA PTE LTD
POLYSTONE (SINGAPORE) PTE LTD
"Power Generation Enterprises, LLC"
PPB WORLDWIDE ENTERPRISE PTE LTD 
PREMIERE GLOBAL LOGISTICS PTE LTD
PRIORITY LOGISTICS PTE LTD
PRIMA LIMITED 
PRIME PRODUCTS PTE LTD
PREMIUM LOGISITCS PTE LTD
PROCTER & GAMBLE (SINGAPORE) PTE LTD
PRO-PACK MATERIALS PTE LTD
PT BMC JAKARTA
R&G SHIPPING PTE LTD.
RADIANT OVERSEAS PTE LTD 
RAHMAN EXPORT & IMPORT TRADING (S) PTE LTD
RAVE LINE INTERNATIONAL PTE LTD
RAYMOND LEE
RCS LOGISTICS SINGAPORE PTE LTD 
REAL TIME FORWAR4DING PTE LTD 
RECKITT BENCKISER (SINGAPORE) PTE LTD
REGENT EXPRESS PTE LTD
REPRODUCER PTE LTD
RESOURCES FREIGHT PTE LTD
RHENUS LOGISTICS PTE LTD
RICHIE COMMODITIES PTE LTD 
RICH EXPRESS & FREIGHT SERVICES
RICHWELL GLOBAL FORWARDING PTE LTD
PT RODA NUSANTARA GTJ
ROHM AND HAAS SINGAPORE (PTE) LTD
ROYAL CARGO COMBINED LOGISTICS (S.E.A.) PTE LTD
SABIC INNOVATIVE SINGAPORE PTE LTD 
S.A.H. PTE LTD
SA LOGISTICS (S) PTE LTD
SAMUDERA SHIPPING LINE LTD.
SAMKO TRADING PTE LTD 
SATEX INTERNATIONAL PTE LTD
"SAURER (CHANGZHOU) TEXTILE MACHINERY CO.,LTD "
SAVINO DEL BENE (S) PTE LTD
SBL WORLDWIDE TRADING PTE LTD
SBS LOGISTICS HOLDINGS SINGAPORE PTE LTD
SCANWELL LOGISTICS (SINGAPORE) PTE LTD
SCHLUMBERGER DRILLING (S) PTE LTD
SCHENKER SINGAPORE ( PTE) LTD
SDR LOGISTIC PTE LTD
SEA-HAWK FREIGHT PTE LTD 
SEAWAYS SHIPPING & LOGISTICS LTD COCHIN
"SEAWAYS SHIPPING AND LOGISTICS LTD, PARADIP"
SEF CONSTRUCTION PTE LTD 
SENG CHOON ENGINEERING PTE LTD
SENG HUAT COFFEE PTE LTD
SENG HENG ENGINEERING PTE LTD 
SENG HUA HNG FOODSTUFF PTE LTD 
SENG LEE HOCK TRADING
SEND MY STUFFS (WORLDWIDE)
SEN WAN TIMBER (S) PTE LTD
SEONG ENGINEERING PTE LTD
SEOW KHIM POLYTHELENE CO PTE LTD
SERVICE WING PTE LTD
S.E.T LOGISTICS PTE LTD.
SHANKAR'S EMPORIUM PTE LTD
SHIMADZU (ASIA PACIFIC) PTE LTD
Shipping Trading & Lighterage Co. (STALCO) L.L.C 
SHIPPING WORLD LOGISTICS PTE LTD
SHAMAL MACHINERY TRADING PTE LTD 
SHUANG MA INTERNATIONAL PTE LTD
Singapore-ETH Centre
SIA HUAT PTE LTD
SILVER DRAGON RESOURCES SINGAPORE PTE LTD
SILK EXPRESS FREIGHT PTE LTD
SINO MERCHANTS PTE LTD
SIM LEE HUAT PTE LTD
SINCERE AUTOMOTIVE SUPPLIES PTE LTD 
SINMA BATTERY & TYRE
SINGAPORE CARTONS PTE LTD
SINGDUCT (S) PTE LTD
SIN HONG ANN TRADING PTE LTD
SIN HENG CHAN PTE LTD.
SINGAPORE HOUTEN PTE LTD
"SIN LEE STATIONERY PLASTIC CO.,PTE LTD"
SINGAPORE OXYGEN AIR LIQUIDE PTE LTD
SIN YUAN (ASIA) PTE LTD
SIONG ENG & CO
SIT LEY TIMBER PET LTD
"SJ LOW BROTHERS & CO., PTE LTD."
SKYLIFT CONSOLIDATOR PTE LTD
SKF ASIA PACIFIC PTE LTD
SKYWIN LOGISTICS PTE LTD
SKYLINE SHIPPING PTE. LTD.
SL GROUP HOLDINGS PTE LTD
SMS TRADER PTE LTD
S.MULCHAND SONS (S) PTE LTD
SN- TRUST LOGISTICS (S) PTE LTD 
SOLIDCRETE PRODUCTS PTE LTD
SOON TAT EXPRESS PTE LTD
SOUTHLAND RUBBER PTE LTD
SOUTH YARRA PTE LTD
SPARKLE LOGISTICS PTE LTD 
SPEED CONTAINER LINE (S) PTE LTD 
SPRINT LOGISTICS PTE LTD
SRI AMBIKAS PTE LTD
SRIPURNA INCORPORATED PRIVATE LIMITED
SRI MURUGAN MANUFACTURING PTE LTD 
STAR CONCORD PTE LTD
STEEL CENTRE (M) SDN BHD
STONE TEC MATERIAL SUPPLIES PTE LTD
SUKSES PRIVATE LIMITED
SUMIDUREZ SINGAPORE PTE LTD
SUN ACE KAKOH (PTE) LTD.
SUNCOAST SITRA PTE LTD
SUNDAT (S) PTE LTD
SUNSTAR ENGINEERING PTE LTD
SUNFRESH SINGAPORE PTE LTD 
SUPERIOR LINK MARKETING
SUPERIOR MULTI PACKAGING LIMITED
SUPPER Q INTERNATIONAL PTE LTD
PT SURYA AGUNG SEJAHATERA BELAWAN
SWTS PTE LTD
SYNSEA SHIPPING & LOGISTICS PTE LTD
SYT SHIPPING AND TRANSPORTATION PTE LTD 
TAIKO DRUMS INDUSTRIES PTE LTD 
TAI SUN (LIM KEE) FOOD INDUSTRIES PTE LTD
TAT ENG INDUSTRIES PTE LTD
TAT HUI FOODS PTE LTD
TAT HONG TRADING PTE LTD
Technical Asia Pte Ltd
"TECK SANG (PTE) LTD.,"
TECH STAINLESS PTE LTD 
TEHO ROPES & SUPPLIES PTE LTD 
TEK LAI ENTERPRISE
TEMPCO MANUFACTURING (S) PTE. LTD
TEO SOON SENG PTE LTD
TERESA-STAR INTERNATIONAL SHIPPING PTE LTD
TFS FREIGHT INTERNATIONAL PTE LTD
THAI SEND LONG PTE LTD 
THE FAMILY MOVER(S) PTE LTD
THE UNITED AGENCIES PTE LTD
T & H LOGISTICS PTE LTD
TIAN LONG DIAN PTE LTD
TIAN LONG DIAN XIANG ZHUANG
TIC TRAFFIC INTERNATIONAL CONSORTIUM (S) PTE LTD
TIEN YUAN CHEMICAL (PTE) LTD
TIONG SENG CIVIL ENGINEERING (PRIVATE) LIMITED
TLPL SHIPPING AND LOGISTICS PVT LTD - BANGALORE 
TLPL SHIPPING AND LOGISTICS PVT LTD - KOLKATA 
TLPL SHIPPING AND LOGISTICS PVT LTD - COCHIN 
TLPL SHIPPING AND LOGISTICS PVT LTD - NEW DELHI 
TLPL SHIPPING AND LOGISTICS PV LTD - HYDERABAD
TLPL SHIPPING AND LOGISTICS PVT LTD - KANDLA 
TLPL SHIPPING AND LOGISTICS PVT LTD
TLPL SHIPPING & LOGISTICS PVT LTD -CHENNAI
TLPL SHIPPING AND LOGISTICS PVT LTD - TUTICORN
TLPL SHIPPING AND LOGISTICS PVT LTD -VISAKHAPATNAM
TOLL GLOBAL FORWARDING PTE LTD 
TOLL LOGISTICS (ASIA) LTD
TONG GARDEN FOOD (SINGAPORE) PTE LTD
TONG SENG PRODUCE PTE LTD
TONG TAR TRANSPORT SERVICE PTE LTD
TONG TA EXPRESS PTE LTD
TOP-LINK SHIPPING PTE LTD
TRANSWORLD GLS (SINGPORE) PTE LTD.
SBS TRANSPOLE LOGISTICS PTE LTD
TRANS STAR LOGISTIC PTE LTD
PT TRAKINDO UTAMA
PT. TRAKINDO UTAMA SINGAPORE
PT TRAKINDO UTAMA SINGAPORE BRANCH
TREJOY PTE LTD
TRI-STAR INDUSTRIES PTE LTD
TUAS SUPERMARKET PTE LTD
