1 FAST MARINE PTE LTD
24K DESIGN STUDIO PTE. LTD.
3TOUCH ENGINEERING 
ABSOLUTE KINETICS CONSULTANCY PTE LTD
Accord Logistics (Australia) Pty Ltd
ACCO TECHNOLOGY PTE LTD
ACE INSURANCE LIMITED
ACS FREIGHT SERVICES PTE LTD
ACE SHINES LOGISTICS PTE LTD
ADDICON LOGISTICS MANAGEMENT (S) PTE LTD
ADVANCED & BEST TECHNOLOGIES PTE LTD
AE CARGO SERVICES LTD
A&G EQUIPMENT PTE LTD
AGILITY LOGISTICS LIMITED 
A.HARTRODT (S) LOGISTICS PTE LTD
AHLERS SINGAPORE PTE LTD
AHLERS INDIA PVT. LTD.
A W T COACH EXPRESS
AIRMARK AVIATION (S) PTE
AIRFAST FREIGHT SERVICES
ALC CONSULTING SERVICES PTE LTD
ALEXANDRA HEALTH PTE LTD
Alfa Laval India Ltd Dapodi
ALLIED CONTAINER (E&M) PTE LTD
ALLIED CONTAINER SERVICES PTE LTD
ALLIANCE GLOBAL LOGISTICS PTE. LTD.
ALLINTON ENGINEERING & TRADING PTE LTD
ALLSEAS MARINE SERVICES PTE LTD
ALLIED WORLD ASSURANCE COMPANY LTD
ALPS GLOBAL LOGISTICS PTE LTD
ALSCO PTE LTD
ALTRON SHIPPING PTE LTD
AMERICAN LLOYD TRAVEL SERVICES PTE LTD
AMERCIS OFFICE FURNITURE LLP
ANEKA NV
ANN JOO RESOURCES BERHAD
ANW PTE LTD
APL CO. PTE LTD
AP MOLLER MAERSK - SAF FREIGHT
APRO TRAINING CENTRE PTE LTD
AQUA TERRA LTD
ARGO ASIA SHIPPING PTE LTD
ARMADA INTERNATIONAL ( M ) SDN BHD
A.R.T.BUSINESS GROUP AG
ASA SHIPPING PTE. LTD.
ASC AGENCY PTE LTD
ASIAGROUP LEASING PTE LTD
"ASIA IMPERIAL LOGISTICS (HK) CO.,LTD."
ASIA SHIPPING PTE LTD
ASIAN DELLKER LOGISTICS MANAGEMENT PTE LTD
ASIA FURNITURE COMPANY PTE LTD 
ASIA GREEN INDUSTRIES (PTE.) LTD.
ASIAN GROUPAGE SERVICES P
ASIA INDUSTRIAL GASES PTE LTD
ASIAN SHIPPER PUBLICATION
ASIAN WORLDWIDE SERVICES PTE LTD
A-SONIC LOGISTICS PTE LTD
ASPRESS SHIPPING PTE LTD
ASSOCIATES DISTRIBUTION NETWORK
ASTRO EXPRESS LOGISTICS P
ASTRACON INTERNATIONAL AIR AND SEA FORWARDER GMBH
ASIAN WORLDWIDE SERVICES PTE LTD (INACTIVE ACCT)
AT LINES PTE LTD
AUTOPACK PTE LTD
AVER ASIA (S) PTE LTD
AVERY SYSTEM 
Avios Solution Pte Ltd
AZURE PTE LTD
BALISA (S) PTE LTD
BARLOWORLD EQUIPMENT
BATI NAKLIYAT VE TICARET A.S.
"BDG INTERNATIONAL, INC."
BEST BARGAIN COMPUTERS PTE LTD
BEAVER BUILDER PTE LTD
BEETLE EXPRESS PTE LTD
BENOZ GLOBAL PTE LTD
"BEIJING HARMONY RESOURCES MECHANICAL EQUIPMENT CO,. LTD."
BECKER MARINE SYSTEMS GMBH AND CO KG
BEN LINE AGENCIES (H.K).LTD
BEN LINE AGENCIES (SINGAPORE) PTE LTD
BENG SHUTTER DOORS INTERNATIONAL PTE LTD
BENG SIANG MACHINERY PTE LTD
BEST CHEMICAL CO (S) PTE LTD
BEST DENKI (S) PTE LTD
BGP INTERNATIONAL EQUIPMENT (M.E.) FZE
BLUE LEXICON PTE LTD
BLUESKYE LOGISTICS (S) PTE LTD
B.M.K INTERNATIONAL
BOLLORE LOGISTICS SINGAPORE PTE LTD
BOON LAY GARDEN RADIO TAXI SERVICE
BOON LAY STATIONERY PTE LTD
BOON POH REFUSE DISPOSAL PTE LTD
BORNEO MOTORS (S) PTE LTD
BRAVO SHIPPING & TRADING
BRIGHTEN UNIFORMS PTE LTD
BRIGHT LOGISTICS PTE LTD
BROEKMAN LOGISTICS (S) PTE LTD
BSA TRANSPORTATION PTE LTD
BSE ELECTRICAL SUPPLIES PTE LTD
BSL CORPORATE SERVICES PTE LTD
BSL TAX SERVICES PTE LTD
BS TECHNOLOGY PTE LTD
BTS INDUSTRIES (S) PTE LTD
BUANA SHIPPING MARINE PTE LTD
BUILDING AND CONSTRUCTION AUTHORITY
BUILDING METAL WORK PTE LTD
BUSINESS MACHINES SYSTEMS (S) PTE LTD
CARGO GULF (SINGAPORE) PTE LTD
CAL4CARE PTE LTD
CALTEK PTE LTD
CANANEX ( SINGAPORE ) PTE LTD
CARGO-PARTNER LOGISTICS PTE LTD
CARGOWAYS SHIPPING PTE LTD
CATERPILLAR GLOBAL MINING EXPANDED 
PT CATERPILLAR INDONESIA (BATAM)
CATERPILLAR GLOBAL MINING
CATERPILLAR S.A.R.L.
